res
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
Py
Py
Py
Py
Py
Py
Py
Py
Py
Py
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
ST
