遗传代数,参数,VAF
0,"{'max_depth': 8, 'learning_rate': 0.18889429871719002, 'subsample': 0.8786031669663711, 'colsample_bytree': 0.8728415068402113}",96.40447219999224
1,"{'max_depth': 7, 'learning_rate': 0.2461460027387434, 'subsample': 0.7733393595921343, 'colsample_bytree': 0.5037891152623938}",96.65584246818388
2,"{'max_depth': 8, 'learning_rate': 0.11358293714205042, 'subsample': 0.7733393595921343, 'colsample_bytree': 0.832280132305251}",96.6300512951919
3,"{'max_depth': 9, 'learning_rate': 0.11068487947133085, 'subsample': 0.8786031669663711, 'colsample_bytree': 0.7153546617377371}",97.0386904525259
4,"{'max_depth': 8, 'learning_rate': 0.11962318719005996, 'subsample': 0.0030004543358145286, 'colsample_bytree': 0.8728415068402113}",96.90889647359496
5,"{'max_depth': 8, 'learning_rate': 0.11962318719005996, 'subsample': 0.8786031669663711, 'colsample_bytree': 0.666737510050992}",97.0386904525259
6,"{'max_depth': 6, 'learning_rate': 0.23043814692434691, 'subsample': 0.7591290321814003, 'colsample_bytree': 0.40348395266531983}",97.06159703668126
7,"{'max_depth': 6, 'learning_rate': 0.23043814692434691, 'subsample': 0.7591290321814003, 'colsample_bytree': 0.40348395266531983}",97.06159703668126
8,"{'max_depth': 4, 'learning_rate': 0.15600243044421114, 'subsample': 0.6865018486585357, 'colsample_bytree': 0.7153546617377371}",96.86927679820346
9,"{'max_depth': 7, 'learning_rate': 0.2461460027387434, 'subsample': 0.8786031669663711, 'colsample_bytree': 0.4731855666813297}",96.92597471279757
10,"{'max_depth': 8, 'learning_rate': 0.15600243044421114, 'subsample': 0.6865018486585357, 'colsample_bytree': 0.7153546617377371}",97.01652850123891
11,"{'max_depth': 8, 'learning_rate': 0.11962318719005996, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",96.92597471279757
12,"{'max_depth': 8, 'learning_rate': 0.11962318719005996, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",96.92597471279757
13,"{'max_depth': 8, 'learning_rate': 0.11962318719005996, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",97.01652850123891
14,"{'max_depth': 8, 'learning_rate': 0.11962318719005996, 'subsample': 0.4928659886447263, 'colsample_bytree': 0.9001222021904909}",97.01652850123891
15,"{'max_depth': 8, 'learning_rate': 0.18889429871719002, 'subsample': 0.9428480229675641, 'colsample_bytree': 0.9001222021904909}",97.01652850123891
16,"{'max_depth': 8, 'learning_rate': 0.11962318719005996, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.9001222021904909}",96.72005962740529
17,"{'max_depth': 8, 'learning_rate': 0.11962318719005996, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.5473204083051677}",97.01652850123891
18,"{'max_depth': 8, 'learning_rate': 0.18889429871719002, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",97.01652850123891
19,"{'max_depth': 8, 'learning_rate': 0.11962318719005996, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.9001222021904909}",97.01652850123891
20,"{'max_depth': 8, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.9001222021904909}",96.708252076796
21,"{'max_depth': 8, 'learning_rate': 0.11962318719005996, 'subsample': 0.6983301564721394, 'colsample_bytree': 0.4731855666813297}",96.96884185042931
22,"{'max_depth': 8, 'learning_rate': 0.11962318719005996, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",96.8971626665056
23,"{'max_depth': 10, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.9001222021904909}",96.80872331787998
24,"{'max_depth': 8, 'learning_rate': 0.11962318719005996, 'subsample': 0.2863313116938504, 'colsample_bytree': 0.4731855666813297}",96.8971626665056
25,"{'max_depth': 8, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",96.8971626665056
26,"{'max_depth': 7, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.9001222021904909}",96.8971626665056
27,"{'max_depth': 8, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.9001222021904909}",96.708252076796
28,"{'max_depth': 7, 'learning_rate': 0.18889429871719002, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",97.01072255681221
29,"{'max_depth': 10, 'learning_rate': 0.26694716555303943, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",97.01072255681221
30,"{'max_depth': 7, 'learning_rate': 0.18889429871719002, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",96.721773513661
31,"{'max_depth': 10, 'learning_rate': 0.18889429871719002, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.9001222021904909}",96.708252076796
32,"{'max_depth': 10, 'learning_rate': 0.26694716555303943, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",96.80872331787998
33,"{'max_depth': 8, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",96.80872331787998
34,"{'max_depth': 8, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.9001222021904909}",96.708252076796
35,"{'max_depth': 8, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.5473204083051677}",96.708252076796
36,"{'max_depth': 7, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.6511792106347891}",96.708252076796
37,"{'max_depth': 8, 'learning_rate': 0.18889429871719002, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",96.708252076796
38,"{'max_depth': 8, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.650310796478089}",96.708252076796
39,"{'max_depth': 7, 'learning_rate': 0.18889429871719002, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",96.42421024645948
40,"{'max_depth': 8, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",96.83646961591725
41,"{'max_depth': 8, 'learning_rate': 0.18889429871719002, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",96.42421024645948
42,"{'max_depth': 8, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.6511792106347891}",96.42421024645948
43,"{'max_depth': 8, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.650310796478089}",96.42421024645948
44,"{'max_depth': 8, 'learning_rate': 0.18889429871719002, 'subsample': 0.12988327072713735, 'colsample_bytree': 0.650310796478089}",96.42421024645948
45,"{'max_depth': 8, 'learning_rate': 0.18889429871719002, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",96.31069805937258
46,"{'max_depth': 8, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",96.52825139554191
47,"{'max_depth': 8, 'learning_rate': 0.14813069481204066, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.666737510050992}",96.52825139554191
48,"{'max_depth': 8, 'learning_rate': 0.18889429871719002, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.650310796478089}",96.31069805937258
49,"{'max_depth': 8, 'learning_rate': 0.18889429871719002, 'subsample': 0.9347956933686988, 'colsample_bytree': 0.650310796478089}",96.31069805937258
