遗传代数,参数,VAF
27,"{'max_depth': 10, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
28,"{'max_depth': 8, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
29,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.6459276362939085, 'colsample_bytree': 0.8285971437227765}",96.97219337142012
30,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
31,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
32,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
33,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
34,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
35,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
36,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
37,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.7949031114488837, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
38,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.98509787248749
39,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
40,"{'max_depth': 8, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
41,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
42,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
43,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
44,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
45,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
46,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
47,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
48,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
49,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",96.91368773459108
50,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
51,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.8970017882812921, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
52,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
53,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
54,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
55,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
56,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
57,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
58,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
59,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
60,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
61,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
62,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
63,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
64,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
65,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
66,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
67,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
68,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
69,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
70,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9848777224969865, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
71,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
72,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
73,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
74,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
75,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
76,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
77,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
78,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
79,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
80,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
81,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.6871787274105186}",97.02721611521736
82,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
83,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
84,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
85,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
86,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
87,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
88,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
89,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
90,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
91,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
92,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
93,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
94,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
95,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
96,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
97,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
98,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.02721611521736
99,"{'max_depth': 9, 'learning_rate': 0.1357427107396672, 'subsample': 0.9345316499078049, 'colsample_bytree': 0.8285971437227765}",97.04387140939676
