遗传代数,参数,VAF
46,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
47,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
48,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
49,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
50,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
51,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
52,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
53,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
54,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
55,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
56,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
57,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
58,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
59,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
60,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
61,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
62,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
63,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
64,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
65,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
66,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
67,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
68,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
69,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
70,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
71,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
72,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
73,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
74,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
75,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
76,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
77,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
78,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
79,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
80,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
81,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
82,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
83,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
84,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
85,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
86,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
87,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
88,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
89,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
90,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
91,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
92,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
93,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
94,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
95,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
96,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
97,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
98,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
99,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
