遗传代数,参数,VAF
0,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
1,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.37846504312127
2,"{'max_depth': 3, 'learning_rate': 0.12277901311116503, 'subsample': 0.4583009067550823, 'colsample_bytree': 0.6476156076988379}",95.42943202673924
3,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.70523038411561
4,"{'max_depth': 10, 'learning_rate': 0.12277901311116503, 'subsample': 0.537825742205147, 'colsample_bytree': 0.8983775543266351}",95.70523038411561
5,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
6,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
7,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
8,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
9,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
10,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
11,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
12,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
13,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
14,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
15,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
16,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
17,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
18,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
19,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
20,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
21,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
22,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
23,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
24,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
25,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
26,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
27,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
28,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
29,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
30,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
31,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
32,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
33,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
34,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
35,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
36,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
37,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
38,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
39,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
40,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
41,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
42,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
43,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
44,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
45,"{'max_depth': 6, 'learning_rate': 0.08642108145099542, 'subsample': 0.537825742205147, 'colsample_bytree': 0.7235847781481456}",95.42943202673924
