遗传代数,参数,VAF
0,"{'max_depth': 9, 'learning_rate': 0.19250387710334899, 'subsample': 0.8549833581895218, 'colsample_bytree': 0.9594545180782941}",97.08087432968206
1,"{'max_depth': 7, 'learning_rate': 0.10129378599747581, 'subsample': 0.6888322500136609, 'colsample_bytree': 0.46608983642835494}",97.12803268407235
2,"{'max_depth': 9, 'learning_rate': 0.13309069207629626, 'subsample': 0.6215085005177152, 'colsample_bytree': 0.84090171290917}",97.05212650350573
3,"{'max_depth': 7, 'learning_rate': 0.08450770093960376, 'subsample': 0.2306384944834987, 'colsample_bytree': 0.7388511244211257}",97.05212650350573
4,"{'max_depth': 8, 'learning_rate': 0.045716619011186815, 'subsample': 0.5681504862278485, 'colsample_bytree': 0.4056087783041299}",96.98367918740813
5,"{'max_depth': 7, 'learning_rate': 0.29799855244888973, 'subsample': 0.6017548442018127, 'colsample_bytree': 0.84090171290917}",96.97804835473255
6,"{'max_depth': 3, 'learning_rate': 0.21020983862898993, 'subsample': 0.9770737417808775, 'colsample_bytree': 0.84090171290917}",97.08900301962227
7,"{'max_depth': 8, 'learning_rate': 0.08450770093960376, 'subsample': 0.6215085005177152, 'colsample_bytree': 0.84090171290917}",97.16712501886995
8,"{'max_depth': 7, 'learning_rate': 0.29799855244888973, 'subsample': 0.8313188179114469, 'colsample_bytree': 0.26543242993942134}",97.15244441057487
9,"{'max_depth': 7, 'learning_rate': 0.045716619011186815, 'subsample': 0.4861414574308584, 'colsample_bytree': 0.7388511244211257}",97.15244441057487
10,"{'max_depth': 8, 'learning_rate': 0.29799855244888973, 'subsample': 0.9770737417808775, 'colsample_bytree': 0.26543242993942134}",96.90889455419213
11,"{'max_depth': 8, 'learning_rate': 0.29799855244888973, 'subsample': 0.9147575701908593, 'colsample_bytree': 0.9340779594865616}",96.90889455419213
12,"{'max_depth': 3, 'learning_rate': 0.29799855244888973, 'subsample': 0.2306384944834987, 'colsample_bytree': 0.26543242993942134}",97.05950309171975
13,"{'max_depth': 3, 'learning_rate': 0.08450770093960376, 'subsample': 0.9698172955575375, 'colsample_bytree': 0.26543242993942134}",97.15236513342576
14,"{'max_depth': 3, 'learning_rate': 0.08450770093960376, 'subsample': 0.9698172955575375, 'colsample_bytree': 0.26543242993942134}",97.15236513342576
15,"{'max_depth': 7, 'learning_rate': 0.18892845420591886, 'subsample': 0.9770737417808775, 'colsample_bytree': 0.26543242993942134}",96.90889455419213
16,"{'max_depth': 7, 'learning_rate': 0.18892845420591886, 'subsample': 0.9770737417808775, 'colsample_bytree': 0.26543242993942134}",96.90889455419213
17,"{'max_depth': 3, 'learning_rate': 0.4717957310669576, 'subsample': 0.9147575701908593, 'colsample_bytree': 0.8078626646014879}",96.90889455419213
18,"{'max_depth': 2, 'learning_rate': 0.19147899109979466, 'subsample': 0.9165180977522357, 'colsample_bytree': 0.26543242993942134}",97.0027191684207
19,"{'max_depth': 7, 'learning_rate': 0.29799855244888973, 'subsample': 0.8313188179114469, 'colsample_bytree': 0.26543242993942134}",97.0701659374825
20,"{'max_depth': 7, 'learning_rate': 0.4717957310669576, 'subsample': 0.9698172955575375, 'colsample_bytree': 0.26543242993942134}",97.17635538925906
21,"{'max_depth': 3, 'learning_rate': 0.21020983862898993, 'subsample': 0.4861414574308584, 'colsample_bytree': 0.8078626646014879}",97.00220122419651
22,"{'max_depth': 7, 'learning_rate': 0.21020983862898993, 'subsample': 0.9698172955575375, 'colsample_bytree': 0.8078626646014879}",97.26436688540565
23,"{'max_depth': 2, 'learning_rate': 0.045716619011186815, 'subsample': 0.9698172955575375, 'colsample_bytree': 0.9340779594865616}",96.88094979961342
24,"{'max_depth': 7, 'learning_rate': 0.21020983862898993, 'subsample': 0.45261982665884765, 'colsample_bytree': 0.8078626646014879}",96.79245987997666
25,"{'max_depth': 7, 'learning_rate': 0.29799855244888973, 'subsample': 0.9770737417808775, 'colsample_bytree': 0.8078626646014879}",96.88094979961342
26,"{'max_depth': 8, 'learning_rate': 0.21020983862898993, 'subsample': 0.45261982665884765, 'colsample_bytree': 0.8078626646014879}",96.87076102836714
27,"{'max_depth': 8, 'learning_rate': 0.21020983862898993, 'subsample': 0.8759493854203465, 'colsample_bytree': 0.8078626646014879}",96.7935655406263
28,"{'max_depth': 3, 'learning_rate': 0.10425489598835061, 'subsample': 0.8759493854203465, 'colsample_bytree': 0.8078626646014879}",96.97551887617712
