遗传代数,参数,VAF
0,"{'max_depth': 10, 'learning_rate': 0.07927325382807626, 'subsample': 0.9868412818401846, 'colsample_bytree': 0.845293852645267}",96.6547483366598
1,"{'max_depth': 8, 'learning_rate': 0.12988756262235937, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",95.98491643596313
2,"{'max_depth': 6, 'learning_rate': 0.1588852986181481, 'subsample': 0.6449885024205436, 'colsample_bytree': 0.19738489015828203}",96.24464666485196
3,"{'max_depth': 3, 'learning_rate': 0.22499513582227046, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.51351581205918
4,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.8452095694278958, 'colsample_bytree': 0.5170982451055237}",96.29404221459089
5,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.8452095694278958, 'colsample_bytree': 0.32148595515208056}",95.9620218782207
6,"{'max_depth': 6, 'learning_rate': 0.12988756262235937, 'subsample': 0.8452095694278958, 'colsample_bytree': 0.32148595515208056}",96.51351581205918
7,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.76443478264751
8,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.76443478264751
9,"{'max_depth': 5, 'learning_rate': 0.07923825677092436, 'subsample': 0.2547560511333345, 'colsample_bytree': 0.4072198024200248}",96.24565174325863
10,"{'max_depth': 6, 'learning_rate': 0.24038211693796174, 'subsample': 0.2547560511333345, 'colsample_bytree': 0.4072198024200248}",96.76443478264751
11,"{'max_depth': 6, 'learning_rate': 0.1610296524992729, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.24565174325863
12,"{'max_depth': 8, 'learning_rate': 0.1610296524992729, 'subsample': 0.8452095694278958, 'colsample_bytree': 0.5170982451055237}",96.37089151908944
13,"{'max_depth': 6, 'learning_rate': 0.1588852986181481, 'subsample': 0.15704301203219323, 'colsample_bytree': 0.4072198024200248}",96.37089151908944
14,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.8452095694278958, 'colsample_bytree': 0.5170982451055237}",96.37089151908944
15,"{'max_depth': 6, 'learning_rate': 0.046042381643484925, 'subsample': 0.8452095694278958, 'colsample_bytree': 0.5170982451055237}",96.24565174325863
16,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.36553768127747
17,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.36553768127747
18,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.36553768127747
19,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.36553768127747
20,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.36553768127747
21,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.5287736697406
22,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.15704301203219323, 'colsample_bytree': 0.4072198024200248}",96.5287736697406
23,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.08845459921278176, 'colsample_bytree': 0.5719202292746656}",96.53669661287874
24,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.7660503294353462, 'colsample_bytree': 0.5719202292746656}",96.53669661287874
25,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.36553768127747
26,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.15704301203219323, 'colsample_bytree': 0.4072198024200248}",96.5287736697406
27,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.15704301203219323, 'colsample_bytree': 0.5170982451055237}",96.59723178616515
28,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.5287736697406
29,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.5287736697406
30,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.8452095694278958, 'colsample_bytree': 0.5170982451055237}",96.5287736697406
31,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",95.9620218782207
32,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.06901579458628
33,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.9402109600491816, 'colsample_bytree': 0.5170982451055237}",96.14698942147017
34,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.14698942147017
35,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.66578645603387
36,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.14698942147017
37,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",95.9620218782207
38,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",95.9620218782207
39,"{'max_depth': 8, 'learning_rate': 0.1588852986181481, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",95.9620218782207
40,"{'max_depth': 8, 'learning_rate': 0.12903796895611616, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.10434017103412
41,"{'max_depth': 8, 'learning_rate': 0.046042381643484925, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.81761827304962
42,"{'max_depth': 8, 'learning_rate': 0.0565764371421246, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.66578645603387
43,"{'max_depth': 8, 'learning_rate': 0.0565764371421246, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.66578645603387
44,"{'max_depth': 8, 'learning_rate': 0.0565764371421246, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.66578645603387
45,"{'max_depth': 8, 'learning_rate': 0.0565764371421246, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.10434017103412
46,"{'max_depth': 8, 'learning_rate': 0.0565764371421246, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.66578645603387
47,"{'max_depth': 8, 'learning_rate': 0.0565764371421246, 'subsample': 0.8293009840848792, 'colsample_bytree': 0.4072198024200248}",96.10434017103412
48,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.66578645603387
49,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.66578645603387
50,"{'max_depth': 8, 'learning_rate': 0.0565764371421246, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.66578645603387
51,"{'max_depth': 8, 'learning_rate': 0.0565764371421246, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.66578645603387
52,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.6383652490845
53,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.6383652490845
54,"{'max_depth': 8, 'learning_rate': 0.0565764371421246, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.10434017103412
55,"{'max_depth': 8, 'learning_rate': 0.0565764371421246, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.66578645603387
56,"{'max_depth': 8, 'learning_rate': 0.0565764371421246, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.66578645603387
57,"{'max_depth': 8, 'learning_rate': 0.0565764371421246, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.66578645603387
58,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.66578645603387
59,"{'max_depth': 8, 'learning_rate': 0.0565764371421246, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.66578645603387
60,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.66578645603387
61,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.8523154206631
62,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9597840160719807, 'colsample_bytree': 0.4072198024200248}",96.66578645603387
63,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.019478379910251586, 'colsample_bytree': 0.4072198024200248}",96.8523154206631
64,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.3295565424835879, 'colsample_bytree': 0.4072198024200248}",96.8523154206631
65,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.8523154206631
66,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.8523154206631
67,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.8523154206631
68,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.8523154206631
69,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9597840160719807, 'colsample_bytree': 0.5170982451055237}",96.8523154206631
70,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9597840160719807, 'colsample_bytree': 0.5170982451055237}",96.8523154206631
71,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9597840160719807, 'colsample_bytree': 0.5170982451055237}",96.8523154206631
72,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.4072198024200248}",96.8523154206631
73,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9597840160719807, 'colsample_bytree': 0.5170982451055237}",96.8523154206631
74,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9314665114919326, 'colsample_bytree': 0.5170982451055237}",96.8523154206631
75,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9597840160719807, 'colsample_bytree': 0.4072198024200248}",96.8523154206631
76,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9597840160719807, 'colsample_bytree': 0.5170982451055237}",96.8523154206631
77,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9597840160719807, 'colsample_bytree': 0.5170982451055237}",96.8523154206631
78,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9597840160719807, 'colsample_bytree': 0.5170982451055237}",96.8523154206631
79,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9597840160719807, 'colsample_bytree': 0.5170982451055237}",96.8523154206631
80,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9597840160719807, 'colsample_bytree': 0.5170982451055237}",96.8523154206631
81,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9597840160719807, 'colsample_bytree': 0.5170982451055237}",96.8523154206631
82,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9597840160719807, 'colsample_bytree': 0.5000631964378268}",96.8523154206631
83,"{'max_depth': 8, 'learning_rate': 0.06533859433647268, 'subsample': 0.9597840160719807, 'colsample_bytree': 0.5156563782720722}",96.8523154206631
