遗传代数,参数,R平方
0,"{'max_depth': 9, 'learning_rate': 0.22953605219873288, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9642904024074265
1,"{'max_depth': 9, 'learning_rate': 0.22953605219873288, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9642904024074265
2,"{'max_depth': 4, 'learning_rate': 0.032342418017572025, 'subsample': 0.8204081280221853, 'colsample_bytree': 0.9782994266707765}",0.9609781412577073
3,"{'max_depth': 8, 'learning_rate': 0.22953605219873288, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9609781412577073
4,"{'max_depth': 8, 'learning_rate': 0.22953605219873288, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.6237887934179329}",0.9652300158124603
5,"{'max_depth': 8, 'learning_rate': 0.10205210312256942, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9652300158124603
6,"{'max_depth': 8, 'learning_rate': 0.10205210312256942, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9652300158124603
7,"{'max_depth': 8, 'learning_rate': 0.22953605219873288, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9653289962801329
8,"{'max_depth': 8, 'learning_rate': 0.22953605219873288, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9672927102220267
9,"{'max_depth': 8, 'learning_rate': 0.22953605219873288, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9652300158124603
10,"{'max_depth': 8, 'learning_rate': 0.10205210312256942, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9652300158124603
11,"{'max_depth': 8, 'learning_rate': 0.10205210312256942, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9652300158124603
12,"{'max_depth': 9, 'learning_rate': 0.10205210312256942, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9653289962801329
13,"{'max_depth': 8, 'learning_rate': 0.10205210312256942, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9653289962801329
14,"{'max_depth': 8, 'learning_rate': 0.10205210312256942, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9652300158124603
15,"{'max_depth': 8, 'learning_rate': 0.10205210312256942, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9652300158124603
16,"{'max_depth': 8, 'learning_rate': 0.10205210312256942, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9653289962801329
17,"{'max_depth': 8, 'learning_rate': 0.10205210312256942, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.732928800263416}",0.9653289962801329
18,"{'max_depth': 8, 'learning_rate': 0.10205210312256942, 'subsample': 0.9742633168128163, 'colsample_bytree': 0.7029757341923559}",0.9652300158124603
