遗传代数,参数,VAF
0,"{'max_depth': 5, 'learning_rate': 0.29229315416537177, 'subsample': 0.9614937457761352, 'colsample_bytree': 0.6321789403245396}",95.75740309346786
1,"{'max_depth': 6, 'learning_rate': 0.09826085622803624, 'subsample': 0.16119253165585418, 'colsample_bytree': 0.37460785673404473}",96.54696315767158
2,"{'max_depth': 4, 'learning_rate': 0.11972836515938907, 'subsample': 0.5169379198103746, 'colsample_bytree': 0.6279269289307176}",96.38417421774808
3,"{'max_depth': 2, 'learning_rate': 0.11355231811364783, 'subsample': 0.27073775529310296, 'colsample_bytree': 0.7589412615677164}",96.54460640679542
4,"{'max_depth': 5, 'learning_rate': 0.11355231811364783, 'subsample': 0.5906566033272107, 'colsample_bytree': 0.6814785190979542}",96.41508644228932
5,"{'max_depth': 5, 'learning_rate': 0.11355231811364783, 'subsample': 0.5906566033272107, 'colsample_bytree': 0.6814785190979542}",96.41508644228932
6,"{'max_depth': 6, 'learning_rate': 0.2626669910839011, 'subsample': 0.5906566033272107, 'colsample_bytree': 0.7771873632773588}",96.62227270359732
7,"{'max_depth': 6, 'learning_rate': 0.05364734976008095, 'subsample': 0.7591285698780001, 'colsample_bytree': 0.8008376924001483}",96.29254488923098
8,"{'max_depth': 6, 'learning_rate': 0.25465739469268345, 'subsample': 0.5906566033272107, 'colsample_bytree': 0.3857310004538907}",96.26290541139878
9,"{'max_depth': 10, 'learning_rate': 0.11972836515938907, 'subsample': 0.5169379198103746, 'colsample_bytree': 0.920904633865134}",96.33356266636584
10,"{'max_depth': 6, 'learning_rate': 0.2718897355162473, 'subsample': 0.5169379198103746, 'colsample_bytree': 0.7771873632773588}",96.17798177284851
11,"{'max_depth': 6, 'learning_rate': 0.08130256048800172, 'subsample': 0.7591285698780001, 'colsample_bytree': 0.8008376924001483}",96.32100384819815
12,"{'max_depth': 6, 'learning_rate': 0.1696145329384593, 'subsample': 0.5906566033272107, 'colsample_bytree': 0.7771873632773588}",96.0880085665184
13,"{'max_depth': 6, 'learning_rate': 0.08130256048800172, 'subsample': 0.5169379198103746, 'colsample_bytree': 0.8008376924001483}",95.83781467343564
14,"{'max_depth': 6, 'learning_rate': 0.11972836515938907, 'subsample': 0.7591285698780001, 'colsample_bytree': 0.8504584015752865}",95.75434850899754
15,"{'max_depth': 6, 'learning_rate': 0.2718897355162473, 'subsample': 0.5906566033272107, 'colsample_bytree': 0.7771873632773588}",96.45195179190603
16,"{'max_depth': 6, 'learning_rate': 0.08130256048800172, 'subsample': 0.5906566033272107, 'colsample_bytree': 0.8504584015752865}",95.83781467343564
17,"{'max_depth': 6, 'learning_rate': 0.2718897355162473, 'subsample': 0.5906566033272107, 'colsample_bytree': 0.7880497052322157}",95.83781467343564
18,"{'max_depth': 5, 'learning_rate': 0.14719768167988123, 'subsample': 0.4131551838841359, 'colsample_bytree': 0.96493260639324}",95.89788432105053
19,"{'max_depth': 6, 'learning_rate': 0.11972836515938907, 'subsample': 0.5169379198103746, 'colsample_bytree': 0.8504584015752865}",96.03572374568503
20,"{'max_depth': 6, 'learning_rate': 0.08130256048800172, 'subsample': 0.5169379198103746, 'colsample_bytree': 0.8504584015752865}",96.03572374568503
21,"{'max_depth': 6, 'learning_rate': 0.08130256048800172, 'subsample': 0.5169379198103746, 'colsample_bytree': 0.8504584015752865}",96.03572374568503
22,"{'max_depth': 6, 'learning_rate': 0.08130256048800172, 'subsample': 0.13245211717168057, 'colsample_bytree': 0.8504584015752865}",95.70841455398876
23,"{'max_depth': 6, 'learning_rate': 0.08130256048800172, 'subsample': 0.5169379198103746, 'colsample_bytree': 0.8504584015752865}",95.70841455398876
24,"{'max_depth': 6, 'learning_rate': 0.11972836515938907, 'subsample': 0.5169379198103746, 'colsample_bytree': 0.8541050782899741}",95.83698636940613
25,"{'max_depth': 6, 'learning_rate': 0.08130256048800172, 'subsample': 0.18575612595424623, 'colsample_bytree': 0.8504584015752865}",95.70841455398876
26,"{'max_depth': 6, 'learning_rate': 0.08130256048800172, 'subsample': 0.13245211717168057, 'colsample_bytree': 0.8504584015752865}",96.03418105028692
27,"{'max_depth': 6, 'learning_rate': 0.08130256048800172, 'subsample': 0.13245211717168057, 'colsample_bytree': 0.8504584015752865}",96.03418105028692
28,"{'max_depth': 6, 'learning_rate': 0.11972836515938907, 'subsample': 0.7364849243512656, 'colsample_bytree': 0.8504584015752865}",96.1588425998668
29,"{'max_depth': 6, 'learning_rate': 0.08130256048800172, 'subsample': 0.13245211717168057, 'colsample_bytree': 0.8504584015752865}",96.03418105028692
30,"{'max_depth': 6, 'learning_rate': 0.08130256048800172, 'subsample': 0.13245211717168057, 'colsample_bytree': 0.8504584015752865}",96.03418105028692
31,"{'max_depth': 6, 'learning_rate': 0.08130256048800172, 'subsample': 0.13245211717168057, 'colsample_bytree': 0.8504584015752865}",96.03418105028692
32,"{'max_depth': 6, 'learning_rate': 0.08130256048800172, 'subsample': 0.18575612595424623, 'colsample_bytree': 0.8504584015752865}",96.03418105028692
