遗传代数,参数,R平方
0,"{'max_depth': 10, 'learning_rate': 0.1728639372960331, 'subsample': 0.9210645750887047, 'colsample_bytree': 0.6802644415564122}",0.9609886623878715
1,"{'max_depth': 7, 'learning_rate': 0.1326207542421691, 'subsample': 0.32004814860572384, 'colsample_bytree': 0.4366834956709715}",0.959690440463198
2,"{'max_depth': 7, 'learning_rate': 0.1326207542421691, 'subsample': 0.32004814860572384, 'colsample_bytree': 0.4366834956709715}",0.9651826312755308
3,"{'max_depth': 7, 'learning_rate': 0.2617232112103634, 'subsample': 0.9512248812819192, 'colsample_bytree': 0.9792264103086117}",0.9518197023797701
4,"{'max_depth': 7, 'learning_rate': 0.2617232112103634, 'subsample': 0.32004814860572384, 'colsample_bytree': 0.4366834956709715}",0.9611912122484144
5,"{'max_depth': 7, 'learning_rate': 0.2617232112103634, 'subsample': 0.32004814860572384, 'colsample_bytree': 0.4366834956709715}",0.9462033516707056
6,"{'max_depth': 7, 'learning_rate': 0.1326207542421691, 'subsample': 0.32004814860572384, 'colsample_bytree': 0.4366834956709715}",0.9462033516707056
7,"{'max_depth': 7, 'learning_rate': 0.2617232112103634, 'subsample': 0.32004814860572384, 'colsample_bytree': 0.4366834956709715}",0.9462033516707056
8,"{'max_depth': 7, 'learning_rate': 0.2617232112103634, 'subsample': 0.32004814860572384, 'colsample_bytree': 0.4366834956709715}",0.9462033516707056
9,"{'max_depth': 7, 'learning_rate': 0.1326207542421691, 'subsample': 0.32004814860572384, 'colsample_bytree': 0.4366834956709715}",0.9462033516707056
10,"{'max_depth': 7, 'learning_rate': 0.1326207542421691, 'subsample': 0.32004814860572384, 'colsample_bytree': 0.4366834956709715}",0.9462033516707056
11,"{'max_depth': 7, 'learning_rate': 0.1326207542421691, 'subsample': 0.32004814860572384, 'colsample_bytree': 0.4366834956709715}",0.9462033516707056
12,"{'max_depth': 7, 'learning_rate': 0.1326207542421691, 'subsample': 0.32004814860572384, 'colsample_bytree': 0.4366834956709715}",0.9462033516707056
13,"{'max_depth': 7, 'learning_rate': 0.1326207542421691, 'subsample': 0.32004814860572384, 'colsample_bytree': 0.4366834956709715}",0.9462033516707056
