遗传代数,参数,R平方
0,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9613817921919142
1,"{'max_depth': 7, 'learning_rate': 0.1903888723791917, 'subsample': 0.4215106564522958, 'colsample_bytree': 0.6789327711852645}",0.9665029356848085
2,"{'max_depth': 9, 'learning_rate': 0.1903888723791917, 'subsample': 0.8968257889905515, 'colsample_bytree': 0.7459167034332226}",0.9723915355843034
3,"{'max_depth': 10, 'learning_rate': 0.1903888723791917, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.7459167034332226}",0.9705108718177032
4,"{'max_depth': 6, 'learning_rate': 0.2647122185914124, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9683699275598066
5,"{'max_depth': 5, 'learning_rate': 0.15338325932794372, 'subsample': 0.18476154952691204, 'colsample_bytree': 0.3517376718495964}",0.968503799128314
6,"{'max_depth': 10, 'learning_rate': 0.1903888723791917, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.45308605715766354}",0.968503799128314
7,"{'max_depth': 10, 'learning_rate': 0.1903888723791917, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.8148946805334629}",0.9652598990182016
8,"{'max_depth': 6, 'learning_rate': 0.15338325932794372, 'subsample': 0.8968257889905515, 'colsample_bytree': 0.7459167034332226}",0.968503799128314
9,"{'max_depth': 10, 'learning_rate': 0.18150322697469884, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.8148946805334629}",0.965803554248001
10,"{'max_depth': 10, 'learning_rate': 0.18150322697469884, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.8148946805334629}",0.965803554248001
11,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9693096395564013
12,"{'max_depth': 6, 'learning_rate': 0.15338325932794372, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.8148946805334629}",0.972383685514057
13,"{'max_depth': 10, 'learning_rate': 0.18150322697469884, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9693096395564013
14,"{'max_depth': 10, 'learning_rate': 0.2876830790820988, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.7459167034332226}",0.9693096395564013
15,"{'max_depth': 10, 'learning_rate': 0.2876830790820988, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.8148946805334629}",0.9693096395564013
16,"{'max_depth': 10, 'learning_rate': 0.2876830790820988, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.8148946805334629}",0.9693096395564013
