遗传代数,参数,R平方
17,"{'max_depth': 10, 'learning_rate': 0.2876830790820988, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.8148946805334629}",0.9693096395564013
18,"{'max_depth': 10, 'learning_rate': 0.3066238014176841, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9693096395564013
19,"{'max_depth': 10, 'learning_rate': 0.3066238014176841, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.7459167034332226}",0.9693096395564013
20,"{'max_depth': 10, 'learning_rate': 0.3066238014176841, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.7459167034332226}",0.968503799128314
21,"{'max_depth': 10, 'learning_rate': 0.2665578073606759, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.8148946805334629}",0.9693096395564013
22,"{'max_depth': 10, 'learning_rate': 0.3066238014176841, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.7459167034332226}",0.9693096395564013
23,"{'max_depth': 10, 'learning_rate': 0.3066238014176841, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.968503799128314
24,"{'max_depth': 10, 'learning_rate': 0.3066238014176841, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.968503799128314
25,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9669058659270329
26,"{'max_depth': 10, 'learning_rate': 0.2665578073606759, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.8148946805334629}",0.9669058659270329
27,"{'max_depth': 10, 'learning_rate': 0.3066238014176841, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.965700123774519
28,"{'max_depth': 10, 'learning_rate': 0.3066238014176841, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9643762961207465
29,"{'max_depth': 10, 'learning_rate': 0.05507347431423036, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.7692894143524495}",0.9684064133579756
30,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.968503799128314
31,"{'max_depth': 10, 'learning_rate': 0.3017169657845016, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9684064133579756
32,"{'max_depth': 10, 'learning_rate': 0.3066238014176841, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9709183018484263
33,"{'max_depth': 10, 'learning_rate': 0.3066238014176841, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9709183018484263
34,"{'max_depth': 10, 'learning_rate': 0.09736732613550594, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9709183018484263
35,"{'max_depth': 10, 'learning_rate': 0.3017169657845016, 'subsample': 0.9342037339134742, 'colsample_bytree': 0.7459167034332226}",0.9709183018484263
36,"{'max_depth': 10, 'learning_rate': 0.09736732613550594, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9709183018484263
37,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.6582174402980455}",0.972383685514057
38,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.8429041241423837}",0.972383685514057
39,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.8434034033211992}",0.972383685514057
40,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.8434034033211992}",0.972383685514057
41,"{'max_depth': 10, 'learning_rate': 0.09736732613550594, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.972383685514057
42,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.8429041241423837}",0.9739482533349418
43,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.9739482533349418
44,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7035334722552078}",0.9739618437452147
45,"{'max_depth': 10, 'learning_rate': 0.3066238014176841, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.9388443436152594}",0.973977289335491
46,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.8434034033211992}",0.9739482533349418
47,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9739482533349418
48,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9739482533349418
49,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.972383685514057
50,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.7459167034332226}",0.9670872972489204
51,"{'max_depth': 10, 'learning_rate': 0.17179913205280098, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.8434034033211992}",0.9700952879438165
52,"{'max_depth': 10, 'learning_rate': 0.33444258351788453, 'subsample': 0.827057649081693, 'colsample_bytree': 0.8075528166386999}",0.972383685514057
53,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7089212693494117}",0.9650628052591492
54,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.9650628052591492
55,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7089212693494117}",0.9650628052591492
56,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.9669851119787738
57,"{'max_depth': 10, 'learning_rate': 0.08522400461026618, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.9664815401307432
58,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7089212693494117}",0.9664815401307432
59,"{'max_depth': 10, 'learning_rate': 0.17179913205280098, 'subsample': 0.8189627202585872, 'colsample_bytree': 0.5856701813185431}",0.9664815401307432
60,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.8634277890143494, 'colsample_bytree': 0.900204991941165}",0.9650628052591492
61,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.9696635008718589
62,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.733157926851783, 'colsample_bytree': 0.7459167034332226}",0.9739672344278055
63,"{'max_depth': 9, 'learning_rate': 0.17179913205280098, 'subsample': 0.8073881860865264, 'colsample_bytree': 0.7459167034332226}",0.9664840755693138
64,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7089212693494117}",0.9672081826080738
65,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.9275756571569452, 'colsample_bytree': 0.8269770448492402}",0.9664689022194728
66,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.9275756571569452, 'colsample_bytree': 0.8269770448492402}",0.9664689022194728
67,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.9275756571569452, 'colsample_bytree': 0.8269770448492402}",0.9664689022194728
68,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.9275756571569452, 'colsample_bytree': 0.8269770448492402}",0.9664689022194728
69,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.743596506566006, 'colsample_bytree': 0.5856701813185431}",0.9694921262032188
70,"{'max_depth': 9, 'learning_rate': 0.2450291044467128, 'subsample': 0.743596506566006, 'colsample_bytree': 0.5856701813185431}",0.9651251014359394
71,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.9676074549414965
72,"{'max_depth': 9, 'learning_rate': 0.12443685447072082, 'subsample': 0.743596506566006, 'colsample_bytree': 0.7459167034332226}",0.9686157172166034
73,"{'max_depth': 10, 'learning_rate': 0.24871504143927817, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.9695034458430641
74,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.5856701813185431}",0.9696341873263019
75,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.97072254798564
76,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.9275756571569452, 'colsample_bytree': 0.5856701813185431}",0.9677470099868468
77,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.5856701813185431}",0.9650628052591492
78,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.5856701813185431}",0.9650628052591492
79,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.5856701813185431}",0.9650628052591492
80,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.9275756571569452, 'colsample_bytree': 0.8030402013385863}",0.9651251014359394
81,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.9275756571569452, 'colsample_bytree': 0.5856701813185431}",0.9650628052591492
82,"{'max_depth': 9, 'learning_rate': 0.03500793865888187, 'subsample': 0.8034987059062132, 'colsample_bytree': 0.7459167034332226}",0.9650628052591492
83,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.9650628052591492
84,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.9650628052591492
85,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.9722677146883332
86,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.7664276215451816, 'colsample_bytree': 0.6622049680276403}",0.9722677146883332
87,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.9722677146883332
88,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.8279644739369756, 'colsample_bytree': 0.7459167034332226}",0.9717607617410239
89,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.743596506566006, 'colsample_bytree': 0.7399556907760703}",0.9717607617410239
90,"{'max_depth': 10, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.5856701813185431}",0.9722677146883332
91,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.5856701813185431}",0.9717607617410239
92,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.9662516063287986
93,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7459167034332226}",0.9668643490885582
94,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.7664276215451816, 'colsample_bytree': 0.6622049680276403}",0.9650628052591492
95,"{'max_depth': 9, 'learning_rate': 0.26950069407127286, 'subsample': 0.827057649081693, 'colsample_bytree': 0.7399556907760703}",0.9673229853186697
96,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.7664276215451816, 'colsample_bytree': 0.7459167034332226}",0.9650636316628391
97,"{'max_depth': 10, 'learning_rate': 0.0519735574115341, 'subsample': 0.743596506566006, 'colsample_bytree': 0.6622049680276403}",0.9650404948087303
98,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.6696553655750807, 'colsample_bytree': 0.6622049680276403}",0.9674508506338461
99,"{'max_depth': 9, 'learning_rate': 0.15338325932794372, 'subsample': 0.7042072467651319, 'colsample_bytree': 0.7399556907760703}",0.9673516854834308
