遗传代数,参数,R平方
61,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.936885254885949, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
62,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.8825836350178957, 'colsample_bytree': 0.5663559457428134}",0.9725800139268708
63,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.8825836350178957, 'colsample_bytree': 0.5663559457428134}",0.9725800139268708
64,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
65,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.8825836350178957, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
66,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
67,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.8825836350178957, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
68,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
69,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
70,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
71,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
72,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
73,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
74,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
75,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.8825836350178957, 'colsample_bytree': 0.787135295082823}",0.9727777496527048
76,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9741312509181936
77,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
78,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
79,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
80,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.7411420848558737, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
81,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
82,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
83,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
84,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
85,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
86,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
87,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
88,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
89,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
90,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
91,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
92,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
93,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
94,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
95,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
96,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
97,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
98,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
99,"{'max_depth': 9, 'learning_rate': 0.0809185421551881, 'subsample': 0.9338533743107814, 'colsample_bytree': 0.787135295082823}",0.9725800139268708
