ytest,ypred
2.64,2.6461506959097734
2.74,2.730671528511852
2.74,2.757478442826372
3.06,3.0570009304343633
2.53,2.5266056891290067
3.45,3.5761252744534637
2.64,2.6656800652485626
3.87,3.806937861546781
3.81,3.8183281015144854
2.86,2.769357816997741
2.64,2.6669360364020624
2.64,2.6713413968303343
2.74,2.691396157852188
3.81,3.8136552178595924
2.74,2.7312378692930426
2.64,2.657143466176847
2.64,2.645066241854733
2.74,2.727613729654473
3.45,3.4793576059196734
3.06,3.1143870881721365
2.53,2.53069859613344
2.86,2.9792442075044185
3.81,3.8344826382027977
3.45,3.459776099621432
2.74,2.705484208050886
3.87,3.8459418731080537
3.67,3.7148437305838637
3.67,3.696275003265468
2.74,2.713069759030193
3.28,3.3442164137298005
4.32,4.30150477698797
3.67,3.715447068277673
2.74,2.735972134206737
2.86,2.799110490747092
3.67,3.563616643226916
2.53,2.532472256829473
3.28,3.562796804789398
3.67,3.643389424779062
2.86,2.9971045002990198
3.28,3.2707933076311475
4.32,4.25297000412588
3.06,3.0613122692736496
3.67,3.6868894171641693
3.81,3.820400980414554
2.64,2.6272637138899357
2.53,2.5442501851268466
2.53,2.561332266702855
3.87,3.860944138979139
4.32,4.230431640386269
2.74,2.7295727785229755
2.86,2.7782637940950132
2.53,2.521131084336441
3.28,3.5160349022637476
2.86,2.984751712879875
3.87,3.7125506880072954
4.32,4.251070751354275
2.86,3.035925568900752
2.86,2.969087030676777
3.81,3.5496948122180814
3.81,3.810132096314951
3.67,3.695454638129078
3.87,3.9101981788357074
3.45,3.2715203501954635
4.32,4.072972949505189
3.45,3.4870874644056817
2.86,2.8506348014863865
2.86,3.0119230238421615
4.32,4.018586799836136
3.06,3.056908309427723
3.06,3.0613122692736496
2.86,2.8830727293110345
3.45,3.959544739202824
3.06,3.054541820136704
3.06,3.089798718333937
4.32,4.297388512135334
3.87,3.7974171986513645
3.06,3.0661362794420532
3.67,3.690445433431681
4.32,4.324802561849262
4.32,4.3178874816103985
3.87,3.783884874285446
2.64,2.6656800652485626
2.74,2.7028304975331348
3.06,3.0661362794420532
2.74,2.722453840205334
3.67,3.531861362186365
3.06,3.088007428873647
3.67,3.646044611274803
3.45,3.4631293376067656
3.45,3.471941397169552
2.86,2.8698548593523165
3.45,3.6640693464067895
3.06,3.056908309427723
2.64,2.6366459208451083
2.86,3.0977046191206035
2.74,2.6975762529224285
3.28,3.5781406727137957
3.45,3.4239108252306405
3.45,3.440571591897451
3.81,3.8129424934709526
3.45,3.616591899330269
3.81,3.6224778488216782
2.74,2.780494354543083
3.81,3.5193463696376646
3.87,3.7439013601814097
2.74,2.646522591394152
3.87,3.748319813338826
2.64,2.5955040778532035
2.53,2.5352970360647915
3.28,3.5141991700490736
3.87,3.7868877131710517
3.67,3.643596187314891
2.53,2.518461404429958
4.32,4.3271325361844974
3.45,3.3436242783929013
2.53,2.5532259250663687
2.74,2.7111869102712016
3.45,3.440524495232982
