ytest,ypred
32.55,32.49230000000004
29.81,29.809999999999956
29.81,29.837399999999953
77.85,77.85000000000016
55.01,55.01000000000015
72.11,72.10999999999989
32.55,32.550000000000054
47.03,46.99100000000005
85.21,85.21
53.58,53.57999999999995
32.55,32.550000000000054
32.55,31.810200000000023
29.81,30.714199999999977
85.21,85.21
29.81,29.809999999999956
32.55,32.550000000000054
32.55,32.550000000000054
29.81,29.892199999999956
72.11,72.10999999999989
77.85,77.79260000000016
55.01,55.01000000000015
53.58,53.57999999999995
85.21,85.21
72.11,72.10999999999989
29.81,30.741599999999984
47.03,39.414400000000064
31.54,31.539999999999967
31.54,31.539999999999974
29.81,29.86479999999996
58.62,58.61999999999991
53.87,53.86999999999992
31.54,36.261699999999976
29.81,29.809999999999956
53.58,53.57999999999995
31.54,37.979599999999984
55.01,55.01000000000015
58.62,53.01779999999995
31.54,31.539999999999967
53.58,53.57999999999995
58.62,58.61999999999991
53.87,54.781999999999925
77.85,77.85000000000016
31.54,31.545799999999975
85.21,85.21
32.55,32.550000000000054
55.01,55.01000000000015
55.01,55.01000000000015
47.03,47.14590000000005
53.87,57.33559999999992
29.81,29.809999999999956
53.58,53.57999999999995
55.01,55.01000000000015
58.62,56.53379999999992
53.58,53.57999999999995
47.03,50.39109999999999
53.87,56.60599999999992
53.58,53.76529999999994
53.58,53.582899999999945
85.21,85.21
85.21,85.21
31.54,31.539999999999967
47.03,46.87510000000006
72.11,67.4245999999999
53.87,53.86999999999991
72.11,72.10999999999989
53.58,55.24769999999994
53.58,53.86609999999994
53.87,53.86999999999991
77.85,77.85000000000016
77.85,77.85000000000016
53.58,53.57999999999995
72.11,60.42009999999993
77.85,77.85000000000016
77.85,77.85000000000016
53.87,53.86999999999991
47.03,45.93850000000006
77.85,77.85000000000016
31.54,31.539999999999974
53.87,53.42339999999992
53.87,53.867099999999915
47.03,46.57540000000005
32.55,32.522600000000054
29.81,30.46759999999997
77.85,77.85000000000016
29.81,29.809999999999956
31.54,31.539999999999967
77.85,77.85000000000016
31.54,36.919199999999975
72.11,73.26539999999993
72.11,72.10999999999989
53.58,53.765299999999954
72.11,71.56279999999988
77.85,77.85000000000016
32.55,32.550000000000054
53.58,54.153299999999945
29.81,30.46759999999997
58.62,53.28859999999996
72.11,72.10999999999989
72.11,72.10999999999989
85.21,85.21
72.11,72.10999999999989
85.21,84.2194
29.81,29.809999999999956
85.21,85.21
47.03,48.69050000000002
29.81,29.86479999999996
47.03,34.76640000000001
32.55,32.550000000000054
55.01,55.01000000000015
58.62,53.82909999999993
47.03,47.37770000000004
31.54,31.539999999999967
55.01,55.01000000000015
53.87,53.86999999999991
72.11,72.10999999999989
55.01,55.01000000000015
29.81,29.892199999999956
72.11,72.10999999999989
29.81,29.837399999999953
53.87,54.01149999999991
47.03,46.875100000000046
53.58,53.582899999999945
72.11,69.5563999999999
29.81,29.892199999999956
55.01,55.01000000000015
85.21,85.21
31.54,31.539999999999967
47.03,47.10690000000004
72.11,70.65079999999989
29.81,30.90599999999999
29.81,30.248399999999968
31.54,36.30570000000001
53.58,53.57999999999995
58.62,58.56959999999991
58.62,58.61999999999991
72.11,59.718199999999925
55.01,55.01000000000015
55.01,55.01000000000015
32.55,32.550000000000054
85.21,85.21
29.81,29.809999999999956
58.62,58.61999999999991
85.21,85.21
58.62,53.674199999999956
31.54,31.539999999999974
31.54,36.81810000000001
32.55,32.24860000000004
55.01,55.01000000000015
85.21,85.21
29.81,31.59100000000001
77.85,77.85000000000016
85.21,85.21
53.58,53.57999999999995
85.21,85.21
31.54,31.539999999999974
53.58,53.765299999999954
53.87,52.75349999999991
55.01,55.01000000000015
85.21,85.21
47.03,49.81159999999999
53.58,53.57999999999995
55.01,55.01000000000015
55.01,55.01000000000015
29.81,29.809999999999956
53.87,53.91749999999992
29.81,30.741599999999984
32.55,32.522600000000054
29.81,29.86479999999996
29.81,29.809999999999956
53.87,56.78839999999991
53.58,53.57999999999995
53.58,53.57999999999995
58.62,58.56959999999991
32.55,32.550000000000054
31.54,40.44069999999998
72.11,72.10999999999989
58.62,58.61999999999991
47.03,46.797100000000036
29.81,30.455799999999957
55.01,55.01000000000015
53.87,54.05239999999991
58.62,58.340699999999906
77.85,77.85000000000016
58.62,58.51919999999991
55.01,55.01000000000015
53.58,53.57999999999995
47.03,47.10690000000004
29.81,29.809999999999956
29.81,29.809999999999956
32.55,31.728000000000023
55.01,55.01000000000013
55.01,55.01000000000015
32.55,32.550000000000054
47.03,46.99100000000005
47.03,47.26180000000004
55.01,55.01000000000015
47.03,46.79600000000004
32.55,32.41300000000004
72.11,71.1979999999999
58.62,58.08209999999991
53.87,54.01149999999991
55.01,55.01000000000015
72.11,72.10999999999989
31.54,35.294399999999975
47.03,47.992900000000006
53.87,53.86999999999991
53.87,55.50869999999992
32.55,31.56360000000002
58.62,58.61999999999991
47.03,47.45460000000005
55.01,55.01000000000015
31.54,31.539999999999974
53.87,53.86999999999992
53.58,53.57999999999995
31.54,31.539999999999967
53.87,54.05239999999991
53.87,53.86999999999992
53.58,53.57999999999995
85.21,85.21
47.03,31.8975
58.62,57.531499999999916
53.58,53.57999999999995
31.54,31.515499999999975
47.03,46.72020000000005
29.81,29.809999999999956
53.87,53.867099999999915
77.85,77.85000000000016
77.85,77.85000000000016
72.11,72.10999999999989
55.01,55.01000000000015
47.03,47.58560000000005
77.85,77.85000000000016
55.01,55.01000000000015
77.85,77.39320000000016
53.87,56.24119999999991
72.11,71.1979999999999
47.03,47.03000000000006
31.54,31.539999999999967
29.81,32.16640000000004
53.87,58.06519999999992
29.81,34.2084
55.01,55.01000000000015
29.81,30.02919999999996
85.21,83.98559999999999
47.03,47.49360000000004
29.81,29.809999999999956
72.11,72.10999999999989
29.81,29.809999999999956
72.11,63.71959999999991
85.21,85.21
58.62,58.56959999999991
77.85,77.62160000000016
85.21,85.21
72.11,72.10999999999989
53.87,61.53079999999991
29.81,30.193599999999968
58.62,57.92459999999992
53.87,56.60599999999992
58.62,53.662799999999955
32.55,30.05659999999996
72.11,72.10999999999989
58.62,50.27520000000001
