ytest,ypred
11.68,11.97969999999999
18.47,18.470000000000024
18.47,18.402100000000022
1.14,1.1400000000000003
1.16,1.1599999999999975
2.06,2.060000000000002
11.68,11.679999999999986
2.97,2.961200000000003
1.25,1.25
2.08,2.080000000000004
11.68,11.679999999999986
11.68,13.649099999999999
18.47,16.500900000000012
1.25,1.4687000000000006
18.47,18.470000000000024
11.68,11.679999999999986
11.68,11.679999999999986
18.47,18.334200000000024
2.06,2.060000000000002
1.14,1.2827000000000004
1.16,1.1599999999999975
2.08,2.080000000000004
1.25,1.25
2.06,2.060000000000002
18.47,15.82190000000001
2.97,7.023000000000005
14.49,14.490000000000007
14.49,14.490000000000007
18.47,18.470000000000024
2.09,2.090000000000003
1.87,1.8700000000000032
14.49,14.490000000000007
18.47,18.470000000000024
2.08,2.080000000000004
14.49,11.832100000000008
1.16,1.1599999999999975
2.09,2.530000000000001
14.49,14.490000000000007
2.08,2.080000000000004
2.09,2.090000000000003
1.87,1.871900000000003
1.14,1.1400000000000003
14.49,14.313900000000006
1.25,1.2490999999999999
11.68,11.679999999999986
1.16,1.1599999999999975
1.16,1.1608999999999976
2.97,2.970000000000003
1.87,1.8966000000000032
18.47,18.470000000000024
2.08,2.080000000000004
1.16,1.1599999999999975
2.09,2.2308000000000026
2.08,2.080000000000004
2.97,2.6620000000000004
1.87,1.8985000000000027
2.08,2.080000000000004
2.08,2.080000000000004
1.25,1.25
1.25,1.25
14.49,14.490000000000007
2.97,2.970000000000003
2.06,2.060000000000002
1.87,1.875700000000003
2.06,2.060000000000002
2.08,2.080000000000004
2.08,2.080000000000004
1.87,1.8966000000000027
1.14,1.1400000000000003
1.14,1.1400000000000003
2.08,2.080000000000004
2.06,2.040300000000002
1.14,1.1400000000000003
1.14,1.1400000000000003
1.87,1.8700000000000032
2.97,3.461700000000006
1.14,1.1400000000000003
14.49,14.490000000000007
1.87,1.8700000000000032
1.87,1.871900000000003
2.97,3.454200000000006
11.68,11.747899999999985
18.47,17.383600000000023
1.14,1.1400000000000003
18.47,18.470000000000024
14.49,14.490000000000007
1.14,1.1400000000000003
14.49,14.490000000000007
2.06,1.2151999999999992
2.06,2.0519000000000016
2.08,1.9970000000000039
2.06,2.023900000000002
1.14,1.1433000000000004
11.68,11.679999999999986
2.08,2.0595000000000034
18.47,16.433000000000018
2.09,2.741100000000001
2.06,2.050800000000002
2.06,2.060000000000002
1.25,1.3229000000000002
2.06,2.0448000000000017
1.25,1.2462
18.47,18.470000000000024
1.25,1.25
2.97,2.6532
18.47,18.334200000000024
2.97,13.950300000000011
11.68,11.679999999999986
1.16,1.1599999999999975
2.09,2.310000000000002
2.97,2.943600000000002
14.49,14.490000000000007
