ytest,ypred
0.27,0.27039999999999964
0.24,0.2399999999999996
0.24,0.24089999999999956
0.21,0.21000000000000058
0.19,0.19000000000000006
0.27,0.26999999999999963
0.27,0.26999999999999963
0.24,0.2462999999999997
0.26,0.2601000000000005
0.26,0.2600000000000005
0.27,0.26939999999999964
0.27,0.2642999999999996
0.24,0.2537999999999995
0.26,0.2600000000000005
0.24,0.2399999999999996
0.27,0.2696999999999996
0.27,0.26999999999999963
0.24,0.24059999999999962
0.27,0.26999999999999963
0.21,0.21920000000000045
0.19,0.19000000000000006
0.26,0.2609000000000004
0.26,0.2600000000000005
0.27,0.26999999999999963
0.24,0.24839999999999954
0.24,0.24549999999999966
0.28,0.27720000000000034
0.28,0.27880000000000027
0.24,0.2399999999999996
0.33,0.3299999999999991
0.23,0.2300000000000004
0.28,0.2816000000000003
0.24,0.2399999999999996
0.26,0.2600000000000005
0.28,0.27130000000000015
0.19,0.19000000000000006
0.33,0.27999999999999936
0.28,0.28040000000000037
0.26,0.2613000000000004
0.33,0.32879999999999926
0.23,0.23020000000000038
0.21,0.21000000000000058
0.28,0.27760000000000024
0.26,0.25110000000000043
0.27,0.26949999999999963
0.19,0.19000000000000006
0.19,0.19000000000000006
0.24,0.24289999999999956
0.23,0.24200000000000016
0.24,0.2399999999999996
0.26,0.2600000000000005
0.19,0.19000000000000006
0.33,0.31169999999999926
0.26,0.2601000000000005
0.24,0.2694999999999995
0.23,0.23280000000000028
0.26,0.26030000000000053
0.26,0.2600000000000005
0.26,0.2605000000000005
0.26,0.2600000000000005
0.28,0.27840000000000026
0.24,0.24079999999999963
0.27,0.2694
0.23,0.23110000000000036
0.27,0.2695999999999997
0.26,0.26030000000000053
0.26,0.2600000000000005
0.23,0.23190000000000036
0.21,0.21000000000000058
0.21,0.21000000000000058
0.26,0.2600000000000005
0.27,0.26879999999999976
0.21,0.21000000000000058
0.21,0.21000000000000058
0.23,0.23000000000000034
0.24,0.24059999999999962
0.21,0.21000000000000058
0.28,0.27810000000000024
0.23,0.23000000000000034
0.23,0.23160000000000036
0.24,0.24099999999999963
0.27,0.26999999999999963
0.24,0.24329999999999954
0.21,0.21000000000000058
0.24,0.2402999999999996
0.28,0.2800000000000003
0.21,0.21300000000000055
0.28,0.2820000000000003
0.27,0.2676999999999997
0.27,0.26999999999999963
0.26,0.2595000000000005
0.27,0.2667999999999997
0.21,0.20940000000000056
0.27,0.26999999999999963
0.26,0.26200000000000045
0.24,0.24959999999999966
0.33,0.26969999999999944
0.27,0.26999999999999963
0.27,0.26999999999999963
0.26,0.26420000000000043
0.27,0.26999999999999963
0.26,0.26020000000000054
0.24,0.2399999999999996
0.26,0.2600000000000005
0.24,0.26279999999999964
0.24,0.2399999999999996
0.24,0.2475999999999996
0.27,0.26999999999999963
0.19,0.19000000000000006
0.33,0.3091999999999993
0.24,0.2399999999999996
0.28,0.2788000000000003
0.19,0.19000000000000006
0.23,0.2300000000000004
0.27,0.26999999999999963
0.19,0.19000000000000006
0.24,0.2399999999999996
0.27,0.26979999999999965
0.24,0.2402999999999996
0.23,0.23220000000000035
0.24,0.23999999999999957
0.26,0.2607000000000005
0.27,0.2634999999999998
0.24,0.24089999999999961
0.19,0.19000000000000006
0.26,0.2600000000000005
0.28,0.2788000000000003
0.24,0.2425999999999996
0.27,0.2668999999999997
0.24,0.2552999999999996
0.24,0.25069999999999965
0.28,0.2678
0.26,0.2598000000000005
0.33,0.3238999999999993
0.33,0.3289999999999992
0.27,0.25120000000000003
0.19,0.19000000000000006
0.19,0.19000000000000006
0.27,0.2678999999999996
0.26,0.2600000000000005
0.24,0.2399999999999996
0.33,0.32669999999999916
0.26,0.2604000000000005
0.33,0.28539999999999976
0.28,0.2793000000000003
0.28,0.27180000000000004
0.27,0.26549999999999957
0.19,0.19000000000000006
0.26,0.2606000000000005
0.24,0.2597999999999996
